LSOA code,Price_Change
E01000761,20.18348623853211
E01000762,17.675544794188863
E01000763,24.497991967871485
E01000764,15.11627906976744
E01000765,20.347826086956523
E01000766,20.381901203819012
E01000767,19.01639344262295
E01000768,24.786324786324787
E01000769,27.640449438202246
E01000770,2.0
E01000771,45.378151260504204
E01000772,17.77777777777778
E01000773,25.0
E01000774,25.98039215686275
E01000775,2.857142857142857
E01000777,27.06333973128599
E01000778,8.260646485377118
E01000779,31.63265306122449
E01000780,1.935483870967742
E01000781,27.388535031847134
E01000782,22.205663189269746
E01000783,23.53846153846154
E01000784,43.080357142857146
E01000785,7.427055702917771
E01000786,16.095238095238095
E01000787,37.5
E01000788,30.094043887147336
E01000789,-39.2
E01000790,-7.0882842062133955
E01000791,27.906976744186046
E01000792,34.177215189873415
E01000793,9.322033898305085
E01000794,31.732418524871353
E01000795,29.496402877697843
E01000796,9.215017064846416
E01000797,2.359208523592085
E01000798,25.78125
E01000799,-18.446601941747574
E01000800,22.54237288135593
E01000801,6.5556738786005555
E01000802,10.006155198944823
E01000803,38.29545454545455
E01000804,-1.875
E01000805,20.30075187969925
E01000806,19.728333333333335
E01000807,60.037229437229435
E01000808,11.740890688259109
E01000809,73.51351351351352
E01000810,27.738050432818966
E01000811,26.903553299492383
E01000812,54.32098765432099
E01000813,38.305501485503534
E01000814,37.152280701754385
E01000815,27.27272727272727
E01000816,20.689655172413794
E01000818,10.26615969581749
E01000819,18.421052631578945
E01000820,-18.970588235294116
E01000822,1.4925373134328357
E01000823,-0.9302325581395349
E01000824,3.1623222748815167
E01000825,21.008403361344538
E01000826,36.57608695652174
E01000827,-17.475728155339805
E01000828,12.179487179487179
E01000829,14.773869346733667
E01000830,1.0204081632653061
E01000831,14.285714285714285
E01000832,53.24074074074075
E01000833,17.24137931034483
E01000834,31.05924596050269
E01000835,37.80487804878049
E01000836,19.11111111111111
E01000837,7.361963190184049
E01000838,26.168224299065418
E01000839,33.09828118113706
E01000840,21.2
E01000841,8.089512195121952
E01000842,11.117284293571865
E01000843,61.5819209039548
E01000844,-29.577464788732392
E01000845,-25.2
E01000846,19.230769230769234
E01000847,111.37254901960785
E01000848,-6.779661016949152
E01000849,0.2702702702702703
E01000850,-36.25461254612546
E01000851,
E01000852,-11.940298507462686
E01000853,
E01000854,12.7373417721519
E01000855,-12.352941176470589
E01000856,
E01000857,-19.35483870967742
E01000858,43.01844185171246
E01000859,-18.0327868852459
E01000860,-58.333333333333336
E01000861,-4.62046204620462
E01000862,7.848101265822785
E01000863,-12.195121951219512
E01000864,-5.0
E01000865,
E01000866,39.63963963963964
E01000867,43.47826086956522
E01000868,20.0
E01000869,40.0
E01000870,-22.22222222222222
E01000871,6.129032258064516
E01000872,11.11111111111111
E01000873,-8.96551724137931
E01000874,-1.1440305074801993
E01000875,-13.901345291479823
E01000876,-19.06614785992218
E01000877,-46.73076923076923
E01000878,-2.2872340425531914
E01000879,-21.48148148148148
E01000880,1.9607843137254901
E01000881,-38.61271676300578
E01000882,-41.935483870967744
E01000883,8.857938718662952
E01000884,36.650082918739635
E01000885,23.5207100591716
E01000886,21.511627906976745
E01000887,-1.1764705882352942
E01000888,33.678714285714285
E01000889,-17.508055853920514
E01000890,
E01000891,
E01000892,16.146331103323778
E01000893,2.5
E01000894,-7.07247204968944
E01000895,26.984761904761907
E01000896,68.0
E01000897,17.40041928721174
E01000898,
E01000899,10.995347075050613
E01000900,-0.6574141709276844
E01000901,-15.961305925030231
E01000902,
E01000903,18.705035971223023
E01000904,-25.36327608982827
E01000905,-3.1600407747196737
E01000906,-10.526315789473683
E01000907,-29.704867765427366
E01000908,1.0101010101010102
E01000909,-15.95993322203673
E01000910,7.0100143061516444
E01000911,21.019108280254777
E01000912,-37.92270531400966
E01000913,-11.267605633802818
E01000914,-31.70731707317073
E01000915,
E01000916,-9.46832730681666
E01000917,-48.38709677419355
E01000918,-20.170454545454543
E01000919,-34.24657534246575
E01000920,-37.683610789637676
E01000921,-32.12082493162171
E01000922,24.80680061823802
E01000923,36.01380042462845
E01000924,-6.443938649628765
E01000925,
E01000926,7.000000000000001
E01000927,58.01749271137027
E01000928,-17.54601226993865
E01000929,
E01000930,34.46969696969697
E01000931,28.272251308900525
E01000932,-6.0344827586206895
E01000933,35.3448275862069
E01000934,3.571428571428571
E01000935,
E01000936,
E01000937,-44.91525423728814
E01000938,
E01000939,
E01000940,
E01000941,
E01000942,
E01000943,
E01000944,
E01000945,
E01000946,92.71120927664273
E01000947,22.45762711864407
E01000948,
E01000949,
E01000950,
E01000951,
E01000952,
E01000953,-27.993527508090615
E01000954,
E01000955,
E01000956,
E01000957,33.865207373271886
E01000958,
E01000959,-10.593824228028502
E01000960,5.138339920948617
E01000961,116.49484536082475
E01000962,26.8
E01000963,19.373290226311862
E01000964,27.142857142857142
E01000965,35.59670781893004
E01000966,17.053291536050157
E01000967,14.45358401880141
E01000968,53.553719008264466
E01000969,-8.200734394124847
E01000970,5.62962962962963
E01000971,28.47222222222222
E01000972,94.44444444444444
E01000973,-3.3057851239669422
E01000974,-0.8620689655172413
E01000975,1.25
E01000976,10.944527736131935
E01000977,-5.7507987220447285
E01000978,-8.333333333333332
E01000979,-5.167820990942994
E01000980,25.6
E01000981,18.662207357859533
E01000982,16.817864619678996
E01000983,-17.31857787953953
E01000984,-1.971830985915493
E01000985,18.80952380952381
E01000986,69.60175467680027
E01000987,8.980827447023207
E01000989,24.705882352941178
E01000990,
E01000991,23.404255319148938
E01000992,26.31578947368421
E01000993,8.842794759825328
E01000994,25.301204819277107
E01000995,29.287598944591032
E01000996,30.49645390070922
E01000997,19.289340101522843
E01000998,12.241379310344827
E01000999,20.26143790849673
E01001000,23.943661971830984
E01001001,38.65877712031558
E01001002,20.503597122302157
E01001003,53.71024734982333
E01001004,14.074074074074074
E01001005,24.5
E01001006,-8.241291418861513
E01001007,18.81188118811881
E01001008,40.98360655737705
E01001009,7.413010590015129
E01001010,26.69683257918552
E01001011,34.686346863468636
E01001012,-6.140350877192982
E01001013,
E01001014,2.857142857142857
E01001015,-2.3746701846965697
E01001016,-1.0466222645099905
E01001017,19.545454545454547
E01001018,15.508021390374333
E01001019,17.542297417631346
E01001020,24.31818181818182
E01001021,24.788732394366196
E01001022,13.61344537815126
E01001023,-5.709865271349743
E01001024,21.28777923784494
E01001025,23.26043737574553
E01001026,14.832535885167463
E01001027,4.166666666666666
E01001028,31.164383561643838
E01001029,45.55555555555556
E01001030,-0.7246376811594203
E01001031,-17.807262569832403
E01001032,26.006441223832528
E01001033,15.202702702702704
E01001034,18.174603174603174
E01001035,8.072566371681415
E01001036,3.1353135313531353
E01001037,11.224489795918368
E01001038,-8.615384615384615
E01001039,-7.183212267958031
E01001040,16.61807580174927
E01001041,2.9702970297029703
E01001042,36.206896551724135
E01001043,-16.911764705882355
E01001044,-9.282700421940929
E01001045,-20.87912087912088
E01001046,-11.11111111111111
E01001047,-19.28571428571429
E01001048,-11.414790996784566
E01001049,19.088145896656535
E01001050,9.30576070901034
E01001051,
E01001052,
E01001053,21.611721611721613
E01001054,
E01001055,
E01001056,
E01001057,
E01001058,11.271378528745107
E01001059,7.277777777777778
E01001060,14.17910447761194
E01001061,57.15767634854772
E01001062,21.09375
E01001063,7.3541842772612
E01001064,1.9376579612468408
E01001065,6.1946902654867255
E01001066,
E01001067,31.802721088435376
E01001068,-12.632821723730814
E01001069,6.467661691542288
E01001070,9.382667582687212
E01001071,39.94910941475827
E01001072,15.568562874251496
E01001073,0.0
E01001074,28.57142857142857
E01001075,14.745308310991955
E01001076,
E01001077,7.053559678905119
E01001078,
E01001079,11.547525530243519
E01001080,
E01001081,30.923076923076927
E01001082,
E01001083,28.403807837059997
E01001084,29.838709677419356
E01001085,80.83670715249663
E01001086,33.92857142857143
E01001087,-15.2
E01001088,17.318435754189945
E01001089,20.136986301369863
E01001090,40.689655172413794
E01001091,0.7407407407407408
E01001092,-3.7433155080213902
E01001093,17.882367647977997
E01001094,51.4792899408284
E01001095,38.46153846153847
E01001096,12.903225806451612
E01001097,35.26570048309179
E01001098,12.857142857142856
E01001099,15.279503105590061
E01001100,7.291666666666667
E01001101,33.78143972246314
E01001102,-29.03225806451613
E01001103,19.21182266009852
E01001104,14.545454545454545
E01001105,4.731578947368422
E01001106,18.927789934354486
E01001107,-11.154598825831702
E01001108,21.45748987854251
E01001109,6.8493150684931505
E01001110,2.6548672566371683
E01001111,20.64343163538874
E01001112,25.49019607843137
E01001113,20.07168458781362
E01001114,-3.076923076923077
E01001115,16.404444444444444
E01001116,22.033898305084744
E01001117,73.0310262529833
E01001118,14.814814814814813
E01001119,10.800970873786406
E01001120,33.756345177664976
E01001121,43.47826086956522
E01001122,16.87041564792176
E01001123,25.0
E01001124,38.45407645839764
E01001125,22.766884531590414
E01001126,15.54054054054054
E01001127,25.72533849129594
E01001128,
E01001129,13.980409617097061
E01001130,
E01001131,15.441176470588236
E01001132,21.149897330595483
E01001133,-9.090909090909092
E01001134,9.75609756097561
E01001135,15.148514851485148
E01001136,13.18181818181818
E01001137,-16.0
E01001138,1.0037641154328731
E01001139,24.358974358974358
E01001140,-0.8333333333333334
E01001141,18.64406779661017
E01001142,-16.72514619883041
E01001143,31.73076923076923
E01001144,2.380952380952381
E01001145,19.81132075471698
E01001146,12.450980392156863
E01001147,17.313915857605178
E01001148,41.28755364806867
E01001149,41.732283464566926
E01001150,14.821428571428571
