,GSS_CODE,WARD,Airbnb_price,Airbnb_availability_365,Reviews_per_month,Review_scores_value,Airbnb_count,Houseprice_median,Housesales_median,Population,Population_per_hectare,Population_per_square_kilometre
469,E05000532,West Twickenham,70.0,150.0,1.21,4.89,11,557250.0,160.0,11524.0,46.9218241,4692.18241
470,E05000533,Whitton,92.0,253.0,0.7949999999999999,4.88,30,512500.0,104.0,11144.0,68.66296981,6866.296981
471,E05000534,Brunswick Park,95.0,166.0,0.95,4.7,113,425000.0,150.0,13743.0,146.9839572,14698.39572
472,E05000535,Camberwell Green,90.0,118.5,1.045,4.715,134,450000.0,148.0,16816.0,172.4717949,17247.17949
473,E05000536,Cathedrals,182.0,158.0,1.13,4.71,291,770000.0,248.0,22373.0,126.9030062,12690.30062
474,E05000537,Chaucer,129.0,126.0,1.0,4.65,205,527500.0,111.0,15933.0,193.5965978,19359.65978
475,E05000538,College,99.0,102.0,0.62,4.79,51,450000.0,153.0,12710.0,39.30117502,3930.117502
476,E05000539,East Dulwich,126.5,130.0,0.62,4.8,60,633750.0,194.0,13761.0,135.0441609,13504.41609
477,E05000540,East Walworth,113.0,179.0,1.0550000000000002,4.665,178,517000.0,319.0,16880.0,147.5524476,14755.24476
478,E05000541,Faraday,90.0,182.5,1.16,4.6899999999999995,82,465000.0,63.0,14674.0,167.3204105,16732.04105
479,E05000542,Grange,159.0,178.0,0.92,4.71,225,560001.0,250.0,19402.0,161.0124481,16101.24481
480,E05000543,Livesey,71.0,235.0,0.89,4.67,100,471113.0,172.0,19807.0,137.9317549,13793.17549
481,E05000544,Newington,118.0,105.0,1.16,4.78,153,495000.0,82.0,15731.0,189.0745192,18907.45192
482,E05000545,Nunhead,101.0,149.0,0.59,4.82,71,522500.0,182.0,14824.0,112.1331316,11213.31316
483,E05000546,Peckham,100.0,157.0,0.75,4.74,63,360000.0,87.0,16268.0,186.559633,18655.9633
484,E05000547,Peckham Rye,100.0,226.0,0.74,4.86,69,543750.0,188.0,14499.0,64.35419441,6435.419441
485,E05000548,Riverside,137.0,157.0,1.36,4.72,191,1000000.0,214.0,17618.0,132.2672673,13226.72673
486,E05000549,Rotherhithe,93.5,152.0,1.0,4.71,112,530000.0,113.0,18211.0,122.0576408,12205.76408
487,E05000550,South Bermondsey,118.5,212.5,0.865,4.74,106,380000.0,84.0,15215.0,156.3720452,15637.20452
488,E05000551,South Camberwell,117.0,134.0,0.63,4.79,65,443000.0,151.0,13188.0,99.08339594,9908.339594
489,E05000552,Surrey Docks,100.0,112.0,0.805,4.75,112,560000.0,207.0,17709.0,93.15623356,9315.623356
490,E05000553,The Lane,125.0,168.5,0.61,4.8,98,523500.0,164.0,17077.0,122.8561151,12285.61151
491,E05000554,Village,114.0,126.5,0.62,4.875,60,858500.0,99.0,13006.0,46.64992826,4664.992826
492,E05000555,Beddington North,60.0,343.0,1.2,4.65,9,390000.0,140.0,10888.0,21.86345382,2186.345382
493,E05000556,Beddington South,85.0,323.0,0.39,4.93,5,389500.0,108.0,11312.0,36.95524338,3695.524338
494,E05000557,Belmont,88.0,333.0,0.65,4.87,10,348000.0,153.0,11040.0,47.24005135,4724.005135
495,E05000558,Carshalton Central,112.0,171.0,0.75,4.75,21,403500.0,157.0,11677.0,57.60730143,5760.730143
496,E05000559,Carshalton South and Clockhouse,80.5,261.0,1.295,4.74,12,475000.0,123.0,11080.0,15.70294785,1570.294785
497,E05000560,Cheam,73.0,321.0,2.11,4.6,21,537975.0,116.0,11590.0,29.43118334,2943.118334
498,E05000561,Nonsuch,69.5,63.5,0.48,4.85,10,500000.0,153.0,11831.0,62.07240294,6207.240294
499,E05000562,St. Helier,60.0,339.0,1.04,4.81,5,331000.0,111.0,12589.0,83.92666667,8392.666667
500,E05000563,Stonecot,61.0,93.0,0.38,4.97,7,439000.0,128.0,11439.0,57.74356386,5774.356386
501,E05000564,Sutton Central,99.5,143.5,0.625,4.67,26,335500.0,330.0,14750.0,112.5954198,11259.54198
502,E05000565,Sutton North,51.0,167.0,1.0,4.83,19,395000.0,145.0,12784.0,68.18133333,6818.133333
503,E05000566,Sutton South,68.0,153.0,0.44,4.73,21,310000.0,167.0,10693.0,84.06446541,8406.446541
504,E05000567,Sutton West,92.5,155.0,0.7849999999999999,4.675,12,340000.0,171.0,11924.0,67.02641934,6702.641934
505,E05000568,The Wrythe,60.0,113.0,0.41000000000000003,4.68,12,355245.0,209.0,11813.0,79.70985155,7970.985155
506,E05000569,Wallington North,43.0,269.0,0.28,4.8,13,317200.0,173.0,12355.0,76.40692641,7640.692641
507,E05000570,Wallington South,54.0,134.0,0.32999999999999996,4.654999999999999,10,318000.0,177.0,11594.0,67.44618965,6744.618965
508,E05000571,Wandle Valley,95.0,330.0,0.68,4.8,11,320000.0,146.0,15248.0,74.19951338,7419.951338
509,E05000572,Worcester Park,51.0,130.0,0.87,4.76,17,400000.0,194.0,13613.0,69.56055187,6956.055187
510,E05000590,Cann Hall,131.0,156.0,0.69,4.85,49,445000.0,103.0,14277.0,166.0116279,16601.16279
511,E05000591,Cathall,61.5,164.5,0.88,4.64,72,419000.0,80.0,13961.0,132.0813623,13208.13623
512,E05000592,Chapel End,88.5,166.0,0.92,4.835,44,456000.0,142.0,15806.0,85.80890337,8580.890337
513,E05000593,Chingford Green,72.5,206.5,0.44499999999999995,4.8100000000000005,12,440000.0,136.0,11066.0,29.68347639,2968.347639
514,E05000594,Endlebury,83.5,354.0,0.47500000000000003,4.855,4,471250.0,134.0,11972.0,61.11281266,6111.281266
515,E05000595,Forest,125.0,178.0,0.51,4.825,24,475000.0,103.0,13249.0,66.74559194,6674.559194
516,E05000596,Grove Green,80.0,126.0,0.78,4.78,81,450000.0,182.0,16247.0,180.9242762,18092.42762
517,E05000597,Hale End and Highams Park,52.0,206.0,0.94,4.9,19,500000.0,123.0,13267.0,56.45531915,5645.531915
518,E05000598,Hatch Lane,67.5,277.0,0.7250000000000001,4.890000000000001,10,425000.0,124.0,11485.0,47.49793218,4749.793218
519,E05000599,High Street,110.0,115.5,0.625,4.865,78,457250.0,136.0,17227.0,56.27899379,5627.899379
520,E05000600,Higham Hill,99.5,153.5,0.625,4.8,60,440000.0,171.0,17239.0,53.50403476,5350.403476
521,E05000601,Hoe Street,94.0,228.0,1.22,4.835,70,515000.0,161.0,15332.0,139.76299,13976.299
522,E05000602,Larkswood,52.5,219.0,0.46499999999999997,4.855,18,406250.0,122.0,12695.0,61.35814403,6135.814403
523,E05000603,Lea Bridge,95.0,141.0,0.8,4.86,51,391000.0,160.0,18913.0,71.5047259,7150.47259
524,E05000604,Leyton,60.0,167.0,0.38,4.77,67,415000.0,133.0,19471.0,95.63359528,9563.359528
525,E05000605,Leytonstone,99.5,174.5,0.61,4.75,82,440000.0,131.0,13438.0,102.5801527,10258.01527
526,E05000606,Markhouse,99.0,145.5,0.69,4.835,64,475000.0,155.0,17504.0,120.3851444,12038.51444
527,E05000607,Valley,56.5,208.0,1.185,4.85,10,401000.0,146.0,12277.0,61.97375063,6197.375063
528,E05000608,William Morris,118.5,165.0,0.545,4.865,72,495000.0,129.0,18142.0,181.6016016,18160.16016
529,E05000609,Wood Street,80.0,158.0,0.89,4.835,42,462500.0,140.0,15538.0,84.21680217,8421.680217
530,E05000610,Balham,129.5,130.0,1.005,4.795,72,656500.0,252.0,15711.0,130.057947,13005.7947
531,E05000611,Bedford,120.0,211.5,0.59,4.795,70,592875.0,176.0,14514.0,80.45454545,8045.454545
532,E05000612,Earlsfield,144.0,165.0,0.58,4.8149999999999995,84,595000.0,239.0,17835.0,126.3997165,12639.97165
533,E05000613,East Putney,130.0,184.0,0.86,4.75,95,575000.0,234.0,16755.0,104.1330019,10413.30019
534,E05000614,Fairfield,133.0,179.0,0.99,4.81,141,610000.0,189.0,18522.0,127.2989691,12729.89691
535,E05000615,Furzedown,75.5,149.0,0.605,4.835,72,485000.0,137.0,15866.0,112.2859165,11228.59165
536,E05000616,Graveney,86.5,212.0,0.925,4.78,86,545000.0,189.0,16797.0,166.6369048,16663.69048
537,E05000617,Latchmere,114.0,182.0,1.0,4.63,136,562500.0,126.0,16453.0,151.640553,15164.0553
538,E05000618,Nightingale,132.5,145.5,0.69,4.8149999999999995,78,661750.0,212.0,15287.0,124.1835906,12418.35906
539,E05000619,Northcote,180.0,244.0,0.63,4.76,147,815000.0,189.0,16606.0,98.90410959,9890.410959
540,E05000620,Queenstown,170.0,154.0,0.86,4.76,343,815500.0,1178.0,32206.0,100.3927681,10039.27681
541,E05000621,Roehampton and Putney Heath,62.0,175.0,0.69,4.86,45,396000.0,85.0,16687.0,37.71925859,3771.925859
542,E05000622,St. Mary's Park,129.0,161.0,1.02,4.75,255,700000.0,325.0,20967.0,150.1934097,15019.34097
543,E05000623,Shaftesbury,147.0,163.0,0.72,4.77,121,770000.0,215.0,14758.0,155.6751055,15567.51055
544,E05000624,Southfields,137.0,134.0,0.66,4.78,159,625000.0,307.0,18425.0,121.0578187,12105.78187
545,E05000625,Thamesfield,132.0,159.0,0.65,4.82,119,755000.0,243.0,18912.0,98.44872462,9844.872462
546,E05000626,Tooting,100.0,243.0,0.615,4.8,94,533000.0,127.0,17717.0,110.4551122,11045.51122
547,E05000627,Wandsworth Common,136.0,170.0,0.69,4.81,81,690000.0,181.0,16561.0,60.00362319,6000.362319
548,E05000628,West Hill,100.0,175.0,0.58,4.87,117,430000.0,142.0,17065.0,101.0959716,10109.59716
549,E05000629,West Putney,118.5,166.0,0.54,4.8,80,600000.0,213.0,15633.0,84.68580715,8468.580715
550,E05000630,Abbey Road,152.5,168.5,1.0,4.77,84,1032500.0,108.0,13518.0,123.4520548,12345.20548
551,E05000631,Bayswater,175.0,168.5,0.96,4.69,256,930500.0,116.0,11847.0,228.7065637,22870.65637
552,E05000632,Bryanston and Dorset Square,188.0,148.0,1.02,4.56,542,1055000.0,147.0,14402.0,199.197787,19919.7787
553,E05000633,Churchill,143.0,133.0,1.22,4.67,141,745000.0,68.0,13063.0,214.499179,21449.9179
554,E05000634,Church Street,139.5,146.0,1.01,4.455,212,500000.0,29.0,15152.0,341.2612613,34126.12613
555,E05000635,Harrow Road,119.0,140.0,0.97,4.58,225,575000.0,101.0,13905.0,280.9090909,28090.90909
556,E05000636,Hyde Park,198.0,175.0,1.0,4.5,617,1137500.0,184.0,16868.0,175.8915537,17589.15537
557,E05000637,Knightsbridge and Belgravia,331.0,182.0,0.79,4.6,211,2882600.0,107.0,10408.0,28.96743668,2896.743668
558,E05000638,Lancaster Gate,158.0,174.0,1.0,4.53,723,1020000.0,141.0,15572.0,247.1746032,24717.46032
559,E05000639,Little Venice,168.0,143.0,1.18,4.6,167,860000.0,104.0,13514.0,212.4842767,21248.42767
560,E05000640,Maida Vale,134.0,165.0,0.765,4.645,124,948750.0,94.0,12092.0,187.1826625,18718.26625
561,E05000641,Marylebone High Street,255.0,163.0,0.77,4.64,383,1737500.0,140.0,13004.0,129.9100899,12991.00899
562,E05000642,Queen's Park,128.0,141.0,1.0,4.67,117,600000.0,71.0,13917.0,238.7135506,23871.35506
563,E05000643,Regent's Park,157.0,178.0,0.875,4.695,130,977300.0,124.0,13777.0,61.06826241,6106.826241
564,E05000644,St. James's,269.0,198.0,1.02,4.69,784,1630000.0,382.0,16496.0,47.56632065,4756.632065
565,E05000645,Tachbrook,182.0,200.0,1.6,4.73,139,820000.0,55.0,9395.0,211.5990991,21159.90991
566,E05000646,Vincent Square,189.5,96.0,1.7,4.7,132,1000000.0,166.0,13120.0,191.2536443,19125.36443
567,E05000647,Warwick,170.0,195.0,1.27,4.6,235,850000.0,90.0,10884.0,189.6167247,18961.67247
568,E05000648,Westbourne,128.0,167.0,1.15,4.7,143,655000.0,82.0,14808.0,219.7032641,21970.32641
569,E05000649,West End,272.0,183.0,0.99,4.65,959,2065000.0,146.0,13852.0,69.3987976,6939.87976
