LSOA11CD,average_price,airbnb_count,airbnb_density
E01000169,143.0,2.0,8.42299635706092
E01000170,50.0,2.0,6.74916890850828
E01000171,75.75,5.0,15.021114270306043
E01000172,162.0,4.0,7.332181635061286
E01000173,64.0,3.0,8.173791487085348
E01000174,98.75,6.0,31.979164219272423
E01000175,51.666666666666664,4.0,7.954852403280242
E01000176,128.375,9.0,40.555471537714986
E01000177,109.0,8.0,47.61191183247468
E01000178,85.14285714285714,13.0,30.96781643205154
E01000179,112.2,9.0,62.6318084893227
E01000180,75.66666666666667,6.0,35.3150481006149
E01000181,86.0,12.0,82.55906767279552
E01000182,206.875,12.0,55.36436845310605
E01000183,146.66666666666666,3.0,13.14381974211333
E01000184,84.11111111111111,10.0,14.64644005051454
E01000185,93.96551724137932,32.0,268.9527225897994
E01000186,97.66666666666667,3.0,12.008809509214172
E01000187,612.6666666666666,3.0,14.07561658620923
E01000188,48.75,4.0,1.2495207581170675
E01000189,97.6,7.0,42.815767509895785
E01000190,108.2,7.0,28.602428824201766
E01000191,98.125,10.0,38.769265883598564
E01000192,123.0,6.0,21.134452060825208
E01000193,108.5,10.0,32.971028282560106
E01000194,139.36363636363637,16.0,48.24888624020547
E01000195,0.0,1.0,3.255744498159725
E01000196,130.0,15.0,60.93063451091817
E01000197,126.5,7.0,25.093861768113385
E01000198,120.84615384615384,15.0,45.39328911180484
E01000199,105.14285714285714,9.0,26.895151727925317
E01000200,141.25,8.0,29.062350108159354
E01000201,174.75,5.0,12.718383222268391
E01000202,97.66666666666667,9.0,39.84851470047914
E01000203,172.26666666666668,16.0,52.86320182882207
E01000204,99.0,18.0,55.90967793778369
E01000205,141.75,8.0,21.111183825219154
E01000206,175.6,7.0,5.295825785964533
E01000207,0.0,3.0,8.705163798213777
E01000208,55.75,9.0,22.09015598337085
E01000209,326.0,3.0,7.478792054555338
E01000210,91.0,8.0,15.955548094858562
E01000211,154.68421052631578,25.0,90.24131356940399
E01000212,184.46153846153845,15.0,43.465055775879506
E01000213,0.0,0.0,0.0
E01000214,125.0909090909091,17.0,50.81493433355145
E01000215,195.83333333333334,8.0,35.89381349280502
E01000216,141.05,29.0,146.5997861447802
E01000217,216.33333333333334,17.0,80.12163678798319
E01000218,155.1,23.0,152.86540096569158
E01000219,149.46153846153845,20.0,104.28103687101392
E01000220,81.83333333333333,22.0,145.0316245109637
E01000221,157.71428571428572,9.0,21.347844837997112
E01000222,117.81818181818181,22.0,53.29023106654716
E01000223,139.8125,20.0,36.54526149822608
E01000224,91.71428571428571,11.0,67.65124390061969
E01000225,231.72727272727272,11.0,35.59219422009381
E01000226,105.66666666666667,6.0,33.989250983024185
E01000227,116.5,9.0,35.2424068321423
E01000228,146.66666666666666,4.0,1.379350445492772
E01000229,108.0,2.0,7.105658421739967
E01000230,44.333333333333336,3.0,11.081101018456733
E01000231,113.0,8.0,22.069280360004342
E01000232,132.46153846153845,14.0,47.08633055942553
E01000233,95.83333333333333,6.0,22.93290673974231
E01000234,117.0,13.0,47.2175170565266
E01000235,132.0909090909091,11.0,31.192761472159127
E01000236,206.5,6.0,26.3273975921321
E01000237,126.85,26.0,78.63447699697315
E01000238,119.16666666666667,14.0,64.09894161231537
E01000239,136.58333333333334,23.0,53.0667081779467
E01000240,314.1333333333333,22.0,50.14109746801828
E01000241,163.5,9.0,26.965876432555113
E01000242,187.52941176470588,23.0,83.27903693375801
E01000243,134.71428571428572,22.0,118.18458905644854
E01000244,123.66666666666667,10.0,45.09815780559222
E01000245,105.125,12.0,66.62770326960892
E01000246,174.75,5.0,4.628309315376818
E01000247,105.4,7.0,26.136701227202458
E01000248,91.0,4.0,14.534586839547725
E01000249,110.0,3.0,3.7047488220277014
E01000250,87.6,8.0,13.673122394375145
E01000251,111.2,9.0,39.733614227484175
E01000252,180.0,5.0,21.96236955991703
E01000253,750.0,1.0,0.30126434564301735
E01000254,138.8,6.0,3.9376269876451095
E01000255,130.0,9.0,8.339189947832363
E01000256,126.6,15.0,26.98503508190377
E01000257,96.85714285714286,21.0,31.182245240415256
E01000258,121.0,12.0,15.12625282267815
E01000259,136.5,12.0,9.24961320181054
E01000260,174.57142857142858,17.0,20.74031535835333
E01000261,332.0,2.0,1.6748913100254614
E01000262,211.07692307692307,17.0,7.678784712078691
E01000263,115.0,3.0,7.580264395478669
E01000264,161.71428571428572,10.0,26.30343414664051
E01000265,161.25,7.0,33.49296523894053
E01000266,118.33333333333333,4.0,6.306569627665159
E01000267,91.5,3.0,10.845688078920604
E01000268,113.45454545454545,12.0,47.48743687002176
E01000269,156.83333333333334,6.0,21.973042310251444
E01000270,94.66666666666667,3.0,11.964049076185045
E01000271,132.85714285714286,11.0,31.47624208791146
E01000272,0.0,2.0,4.238571517046131
E01000273,88.33333333333333,6.0,18.220630385814616
E01000274,81.66666666666667,11.0,41.30750092618934
E01000275,144.0,3.0,9.047143938594715
E01000276,181.5,7.0,13.68052534553317
E01000277,148.36363636363637,15.0,81.35710814949995
E01000278,85.0,1.0,3.6471701334767253
E01000279,53.25,5.0,0.994614179391787
E01000280,385.0,5.0,4.922143469429364
E01000281,166.57142857142858,9.0,33.64802622706083
E01000282,131.66666666666666,12.0,22.73607028349612
E01000283,73.0,2.0,6.0199313225291915
E01000284,101.25,8.0,28.656062711904962
E01000285,114.0,2.0,9.709891284537258
E01000286,90.0,7.0,26.15590458236683
E01000287,62.0,3.0,10.836429255504026
E01000288,100.25,5.0,14.916599041246283
E01000289,219.16666666666666,8.0,27.815821720708733
E01000290,242.75,4.0,1.9534811809117405
E01000291,240.0,4.0,16.419236479390293
E01000292,235.0,4.0,13.963554126049257
E01000293,136.83333333333334,8.0,29.152903136525723
E01000294,56.666666666666664,5.0,15.278486892935534
E01000295,202.22222222222223,16.0,78.55176001800358
E01000296,77.15384615384616,21.0,94.32652525476885
E01000297,390.3333333333333,5.0,21.587682487084955
E01000298,85.54545454545455,15.0,56.00831208781515
E01000299,144.89473684210526,23.0,138.59870743012638
E01000300,91.33333333333333,4.0,23.52473372785317
E01000301,210.75,10.0,34.62382612064504
E01000302,190.7,10.0,45.92369712909524
E01000303,237.5,5.0,23.55401413088779
E01000304,95.16666666666667,7.0,39.55805277046674
E01000305,648.7272727272727,15.0,21.764719859551324
E01000306,118.11111111111111,22.0,151.8204630657908
E01000307,172.23076923076923,15.0,30.05267911310191
E01000308,131.2,13.0,24.648515705342266
E01000309,131.8,14.0,48.595793714840475
E01000310,132.32258064516128,37.0,119.29217124949056
E01000311,156.8,7.0,20.653997799250053
E01000312,136.66666666666666,13.0,88.41166227260973
E01000313,104.28571428571429,17.0,78.26677149945347
E01000314,83.92857142857143,35.0,142.0653087778917
E01000315,65.4,5.0,9.85689464015189
E01000316,94.33333333333333,8.0,19.72780223799334
E01000317,120.4,6.0,35.15287865468888
E01000318,177.33333333333334,9.0,33.132093465848854
E01000319,137.0,3.0,18.835739298598547
E01000320,0.0,2.0,8.424416178480296
E01000321,113.8,13.0,73.51667378427099
E01000322,164.6,6.0,29.981757774575186
E01000323,209.0,25.0,116.85354326647322
E01000324,108.375,9.0,32.998013361184846
E01000325,55.0,2.0,5.108699806077317
E01000326,41.0,2.0,7.357651644876532
E01000327,126.0,2.0,5.174376472156105
E01000328,0.0,0.0,0.0
E01000329,130.9090909090909,11.0,22.863889799867785
E01000330,145.0,5.0,19.53878802829771
E01000331,46.0,1.0,1.875467550910746
E01000332,307.0,3.0,10.75724835781039
E01000333,116.2,7.0,24.187552296066396
E01000334,85.66666666666667,5.0,18.597835703033724
E01000335,97.88235294117646,20.0,14.308210927438612
E01000336,95.2,5.0,27.60572239736337
E01000337,28.0,1.0,3.635065167984986
E01000338,41.25,4.0,23.30125001505067
E01000339,0.0,1.0,3.858836927114303
E01000340,0.0,0.0,0.0
E01000341,91.0,2.0,8.395738497670223
E01000342,0.0,1.0,4.482544309559881
E01000343,0.0,1.0,3.2436579563170786
E01000344,600.0,1.0,4.457155097477825
E01000345,0.0,0.0,0.0
E01000346,60.0,1.0,2.8472556303575765
E01000347,28.5,2.0,10.176551012928542
E01000348,43.0,2.0,6.787544383589423
E01000349,49.0,1.0,3.0311126259682886
E01000350,0.0,0.0,0.0
E01000351,274.5,3.0,9.64507700915428
E01000352,0.0,0.0,0.0
E01000353,28.666666666666668,3.0,8.955953887689422
E01000354,0.0,0.0,0.0
E01000355,30.333333333333332,4.0,9.499103433176986
E01000356,154.66666666666666,3.0,9.599546235952147
E01000357,130.66666666666666,3.0,15.081795436736002
E01000358,0.0,0.0,0.0
E01000359,105.0,5.0,24.175103949449717
E01000360,48.666666666666664,3.0,6.755936038590388
E01000361,43.5,4.0,14.113732287790407
E01000362,93.57142857142857,7.0,17.615928044340475
E01000363,0.0,1.0,2.3774965174673675
E01000364,60.0,1.0,2.3227416936904013
E01000365,0.0,1.0,2.929936961152554
E01000366,249.0,2.0,8.596266242404473
E01000367,53.0,5.0,19.061778925623717
E01000368,40.0,2.0,8.271248917542113
E01000369,0.0,1.0,3.743428541553145
E01000370,97.0,2.0,6.1220417275973595
E01000371,161.0,1.0,4.387233425295425
E01000372,47.5,3.0,13.224316468969104
E01000373,55.666666666666664,4.0,44.58076454343292
E01000374,0.0,1.0,1.3478338866290296
E01000375,107.0,2.0,4.702486969594178
E01000376,200.0,1.0,1.830254558637993
E01000377,45.0,1.0,2.3251388622064915
E01000378,95.91666666666667,13.0,10.335151935636747
E01000379,97.0,2.0,6.057454870971973
E01000380,74.0,3.0,13.478282747176333
E01000381,0.0,0.0,0.0
E01000382,1211.0,1.0,1.719102051066473
E01000383,85.0,2.0,0.7151049173901058
E01000384,0.0,0.0,0.0
E01000385,0.0,1.0,1.6971272346147461
E01000386,120.0,3.0,5.44129675826602
E01000387,35.0,1.0,3.231396013136947
E01000388,0.0,1.0,1.8847725050730497
E01000389,38.0,4.0,8.987956993620177
E01000390,70.0,2.0,3.713031453954265
E01000391,111.0,1.0,2.1363403281420803
E01000392,128.0,2.0,9.06128385764655
E01000393,81.25,4.0,14.355232128071943
E01000394,58.0,8.0,33.517093092365386
E01000395,55.0,3.0,9.456047376109744
E01000396,50.5,4.0,18.563650149176958
E01000398,46.0,2.0,8.582924317644322
E01000399,40.333333333333336,3.0,10.181686585332871
E01000400,61.6,6.0,21.304128388150307
E01000401,68.33333333333333,5.0,18.66236648825053
E01000402,0.0,0.0,0.0
E01000403,74.9,13.0,20.80249903025525
E01000404,54.9,15.0,88.60928503945165
E01000405,86.14285714285714,7.0,17.72069371975115
E01000406,201.66666666666666,8.0,18.88982948611045
E01000407,50.25,9.0,20.629687581742218
E01000408,43.5,5.0,4.611407415077026
E01000409,0.0,0.0,0.0
E01000410,134.5,2.0,7.181928314287438
E01000411,0.0,0.0,0.0
E01000412,96.5,2.0,8.263794969115223
E01000413,57.0,5.0,24.321450090827284
E01000414,72.0,3.0,10.25857203807337
E01000415,42.0,2.0,8.809592056473855
E01000416,128.35294117647058,19.0,107.63718758799767
E01000417,123.0,10.0,13.563662935149258
E01000418,117.1,11.0,21.25925441476719
E01000419,83.0,2.0,7.468325514734986
E01000420,460.0,2.0,7.315561198163827
E01000421,125.0,1.0,3.5211721468429165
E01000422,152.0,5.0,47.46306785018665
E01000423,125.0,4.0,13.782326902161632
E01000424,45.0,2.0,5.155990077729568
E01000425,120.0,1.0,2.7872143123593505
E01000426,100.0,2.0,7.718427671839898
E01000427,0.0,0.0,0.0
E01000428,629.0,1.0,1.1309660317453931
E01000429,87.0,6.0,19.251689206121423
E01000430,80.88888888888889,10.0,6.6336362487695775
E01000431,131.57142857142858,9.0,61.15733925451397
E01000432,73.0,20.0,43.73744172956308
E01000433,154.66666666666666,8.0,25.600618164476703
E01000434,69.2,5.0,3.21496165048219
E01000435,92.5,2.0,11.553598809669545
E01000436,77.0,1.0,3.6082987573779
E01000437,210.0,1.0,3.7512682200744574
E01000438,53.25,4.0,21.479745179270548
E01000439,40.0,2.0,8.045930764764272
E01000440,0.0,0.0,0.0
E01000441,70.0,2.0,8.393989616996242
E01000442,102.5,2.0,6.477008129846591
E01000443,38.333333333333336,3.0,11.005581008379162
E01000444,65.0,1.0,0.7224463748394843
E01000445,40.333333333333336,3.0,5.072380569073329
E01000446,55.0,3.0,10.882809000976
E01000447,255.0,6.0,6.065182496280358
E01000448,135.0,1.0,2.1721880268106024
E01000449,125.0,4.0,8.79475400065371
E01000450,62.6,5.0,21.83487246329641
E01000451,0.0,1.0,4.8108460955384045
E01000452,0.0,0.0,0.0
E01000453,179.0,2.0,9.558943835447817
E01000454,95.0,2.0,9.82635466433092
E01000455,41.0,4.0,15.254331994478656
E01000456,83.5,7.0,41.43042112404729
E01000457,232.5,6.0,20.02329689589955
E01000458,197.0,2.0,5.980604534669888
E01000459,39.5,2.0,6.319815745071926
E01000460,96.14285714285714,8.0,15.708702331351121
E01000461,0.0,0.0,0.0
E01000462,131.5,4.0,8.642489198563027
E01000463,92.0,3.0,12.751628183892564
E01000464,52.5,6.0,41.14615387103766
E01000465,103.25,4.0,15.07142737613627
E01000466,63.2,13.0,5.500127406244448
E01000467,144.5,10.0,57.2187834715225
E01000468,72.58333333333333,26.0,89.47068684858655
E01000469,117.28571428571429,7.0,18.422108712322707
E01000470,71.1,13.0,36.45723095453348
E01000471,42.5,3.0,21.520423767592447
E01000472,92.75,23.0,53.53789353763317
E01000473,46.0,3.0,17.27738894987764
E01000474,0.0,0.0,0.0
E01000475,0.0,1.0,3.19685990326041
E01000476,390.0,1.0,4.389883974898866
E01000477,212.33333333333334,17.0,44.82896349984743
E01000478,123.66666666666667,7.0,36.42067292660878
E01000479,450.39130434782606,26.0,83.8142308118502
E01000480,116.44444444444444,10.0,33.74951757815806
E01000481,148.6,18.0,69.79386196089416
E01000482,147.52380952380952,26.0,75.6346767693751
E01000483,138.55555555555554,9.0,40.22809042519801
E01000484,54.666666666666664,4.0,13.125638147580649
E01000485,226.0,4.0,22.731447964817132
E01000486,123.25,15.0,20.08739543925576
E01000487,126.88235294117646,19.0,61.88086969625864
E01000488,155.9090909090909,19.0,117.80186667772766
E01000489,179.08333333333334,25.0,78.19503813779032
E01000490,182.6875,31.0,233.75457135424776
E01000491,166.6206896551724,42.0,114.70043222001023
E01000492,184.3,26.0,161.18754653156083
E01000493,251.14285714285714,34.0,185.11670946670674
E01000494,122.07692307692308,50.0,226.6918088975905
E01000495,106.48275862068965,45.0,256.92098704353083
E01000497,117.18518518518519,32.0,104.93004263295542
E01000498,0.0,0.0,0.0
E01000499,105.36842105263158,19.0,36.278719783775756
E01000501,154.36363636363637,13.0,82.15629169299785
E01000502,108.76923076923077,18.0,48.353768667488325
E01000503,111.78571428571429,29.0,71.85391739241408
E01000504,100.0,23.0,155.64330453485337
E01000505,96.625,16.0,102.20000386336055
E01000506,183.95454545454547,29.0,97.51967028098579
E01000507,79.88888888888889,16.0,67.18686166047151
E01000508,65.4,7.0,30.399470089183847
E01000509,0.0,2.0,15.52605838054266
E01000510,90.5,13.0,72.57986267434833
E01000511,129.6153846153846,17.0,102.90418239467304
E01000512,260.4117647058824,21.0,137.04541453155946
E01000513,205.22222222222223,9.0,53.463027537670456
E01000514,186.4,6.0,37.981302340319374
E01000515,98.33333333333333,9.0,23.684935791120378
E01000516,105.6,14.0,56.5221040953566
E01000517,0.0,0.0,0.0
E01000518,75.0,3.0,5.927084862997192
E01000519,87.14285714285714,8.0,10.923284729560613
E01000520,85.75,5.0,20.61830225916433
E01000521,95.875,10.0,69.50474754247148
E01000522,83.0,11.0,75.70799977630169
E01000523,137.6,17.0,123.66951125835647
E01000524,94.33333333333333,32.0,206.25464432498882
E01000525,107.2,16.0,100.13429325809521
E01000526,62.75,10.0,71.63930684555247
E01000527,102.0,16.0,125.29569932517506
E01000528,172.21428571428572,17.0,158.06291441760848
E01000530,172.25,35.0,197.34095972566445
E01000531,143.71428571428572,38.0,355.71034894275016
E01000532,122.0,17.0,164.2897911371666
E01000533,103.625,23.0,124.47415433935757
E01000534,152.52173913043478,30.0,195.40266849142157
E01000535,133.3939393939394,51.0,268.0455514836058
E01000536,0.0,0.0,0.0
E01000538,36.0,2.0,5.042366927812792
E01000539,141.0,2.0,7.091522268218954
E01000540,95.0,1.0,2.6456611125986296
E01000541,49.0,1.0,4.148231731440312
E01000543,114.66666666666667,6.0,30.678830461136585
E01000544,164.4375,43.0,591.9075732726487
E01000545,123.225,59.0,512.3774410306828
E01000546,107.76666666666667,44.0,461.2444135773246
E01000547,158.0,44.0,574.8627210422386
E01000548,200.25,26.0,242.43899035621675
E01000549,216.03571428571428,43.0,384.16542960365115
E01000550,149.23809523809524,37.0,258.035607981877
E01000551,156.30769230769232,35.0,256.95474755695835
E01000552,438.9375,21.0,239.14646922157485
E01000553,83.38888888888889,24.0,167.1381996435778
E01000554,178.38888888888889,23.0,107.38698881522019
E01000555,92.22222222222223,24.0,116.8617132010395
E01000556,77.0,28.0,288.0259794928509
E01000557,106.53333333333333,27.0,231.75281834089284
E01000558,102.08333333333333,22.0,126.94681615159894
E01000559,258.1666666666667,33.0,293.36745041275316
E01000560,100.13333333333334,23.0,109.31734403688196
E01000561,134.58823529411765,33.0,287.5268651142877
E01000562,283.5,3.0,9.722961962845053
E01000563,136.5,5.0,13.106639868823697
E01000564,111.5,3.0,14.464906999122892
E01000565,99.6,10.0,53.30620038269141
E01000566,64.5,3.0,14.336630684788465
E01000567,218.0,3.0,14.777871503715291
E01000568,170.36363636363637,14.0,17.44627396704162
E01000569,59.6,5.0,13.417214794696852
E01000570,130.0,1.0,7.584704299880862
E01000571,125.66666666666667,5.0,14.197572604410412
E01000572,71.66666666666667,4.0,18.462181599324637
E01000573,277.3333333333333,3.0,12.811745398635583
E01000574,0.0,1.0,4.5601802344286195
E01000575,64.0,7.0,25.571521067257077
E01000576,110.16666666666667,8.0,27.39487893988631
E01000577,132.0,1.0,2.9092938940439823
E01000578,129.47368421052633,27.0,81.04453070451528
E01000579,173.89655172413794,54.0,478.48297409447684
E01000580,240.2258064516129,52.0,116.5020530557536
E01000581,289.2608695652174,33.0,200.8615685468943
E01000582,231.11111111111111,24.0,123.91156937594634
E01000583,144.87234042553192,63.0,316.4579946887435
E01000584,253.13333333333333,31.0,249.72236131613678
E01000585,155.1904761904762,46.0,463.3744896228741
E01000586,154.72727272727272,77.0,503.927100518796
E01000587,0.0,1.0,5.077936895261115
E01000588,182.05,24.0,69.04636932427863
E01000589,105.0,3.0,10.267714005856536
E01000590,259.0,2.0,7.457214496528926
E01000591,91.66666666666667,3.0,9.378953882762925
E01000592,63.5,3.0,15.01384251281823
E01000593,95.66666666666667,4.0,22.162110100322092
E01000594,89.0,3.0,12.522354523044207
E01000595,273.0,7.0,36.85485592493078
E01000596,82.25,4.0,20.30015576152058
E01000599,79.85714285714286,11.0,122.90660443604514
E01000600,137.66666666666666,35.0,17.27355492371678
E01000601,50.0,2.0,2.8583651127494
E01000602,123.0,3.0,23.00378910669205
E01000603,158.0,2.0,16.604613152106218
E01000604,54.5,2.0,11.922419504171863
E01000605,58.25,4.0,22.838206301343952
E01000606,40.5,4.0,17.122987179801743
E01000607,139.2,5.0,25.051902521959
E01000608,83.6,10.0,17.727112472552573
E01000609,128.0,7.0,28.124907602196608
E01000610,393.6666666666667,5.0,17.414623924822788
E01000611,155.8,5.0,41.37527672972098
E01000612,168.6,7.0,27.027347602799896
E01000613,126.33333333333333,3.0,13.637993869498938
E01000615,198.25,62.0,92.88394588789004
E01000616,124.5,18.0,105.61939587053726
E01000617,121.35483870967742,35.0,127.94175538389099
E01000618,106.125,8.0,44.45413443603061
E01000619,103.0,10.0,47.578886648979726
E01000620,111.84615384615384,16.0,36.33916089203175
E01000621,263.0,2.0,9.281208040236075
E01000622,78.75,6.0,9.543219707415501
E01000623,114.0,3.0,15.615763743850392
E01000624,116.5,6.0,22.744287883378234
E01000625,186.66666666666666,13.0,48.30985159388396
E01000626,58.0,5.0,24.652424001216016
E01000627,55.75,5.0,22.18997427605353
E01000628,84.42857142857143,15.0,42.826894539852
E01000629,114.5,5.0,27.914169080811906
E01000630,176.59259259259258,29.0,101.54293315604062
E01000631,116.66666666666667,6.0,23.69450962040434
E01000632,116.25,6.0,21.042477366343167
E01000633,79.25,7.0,42.02974251197729
E01000634,135.0,5.0,29.78683838883987
E01000635,152.42857142857142,7.0,30.303368264380758
E01000636,132.75,28.0,130.9493697665891
E01000637,60.714285714285715,13.0,183.01481633298272
E01000638,110.8,9.0,31.160318150948328
E01000639,74.25,21.0,216.92029445047666
